Question,Link,Upvotes,Comments,Timestamp,Image,Answer
"We have been taught about fantastic extinct fauna. Are there any extinct plants that are amazing to discover?",https://www.quora.com/We-have-been-taught-about-fantastic-extinct-fauna-Are-there-any-extinct-plants-that-are-amazing-to-discover,5271,73,7mo,https://qph.fs.quoracdn.net/main-qimg-b688b2e1b58f9eabd042df0a50548cbe-lq,"The Ancient Greek city of Cyrene, on the coast of modern Libya, was special because of one prized plant. The Romans said it was worth its weight in silver. Others believed it was a gift from the god Apollo. In fact this plant was so significant that its branching stalk was etched onto almost all Cyr...(more)"
"What are some common organisms that most people don't even know exist?",https://www.quora.com/What-are-some-common-organisms-that-most-people-dont-even-know-exist,2376,160,7mo,https://qph.fs.quoracdn.net/main-qimg-814f8d864b5e2ba0269f7c13e4a29593-lq,"Rove beetles. It's hard to even explain how ubiquitous these insects are; they are found in just about every habitable corner of every continent in the world, including Antarctica. There are a staggering 63,600 species, making the rove beetle group (Staphylinidae) the most diverse taxonomic family o...(more)"
"If dragons existed, how would their evolution look? Where would they be in the taxonomical rankings?",https://www.quora.com/If-dragons-existed-how-would-their-evolution-look-Where-would-they-be-in-the-taxonomical-rankings,137,18,7mo,https://qph.fs.quoracdn.net/main-qimg-4853c705255ac5447ca4d6c0344806b2-lq,"There are a handful of different reptile lineages I could see leading to species which resemble traditional Western dragons - pterosaurs, or monitor lizards, perhaps - but one which I find especially interesting to think about are the scansoriopterygids. These were feathered dinosaurs which dwelt in...(more)"
"What member of the animal kingdom would Godzilla be if he were taxonomically classified?",https://www.quora.com/What-member-of-the-animal-kingdom-would-Godzilla-be-if-he-were-taxonomically-classified,1075,28,7mo,https://qph.fs.quoracdn.net/main-qimg-27040ea96cfa2a324acb6589b22ad9ac,"Okay, let's have a look at this guy.  In this answer, I'll just be basing my speculation on what I can see in pictures, not on the lore of the films, which I'm not very familiar with. Godzilla is, of course, a reptile - but what kind? There are a few clues one notices right away. * Godzilla's very large...(more)"
"What would an animal species mid-evolution look like?",https://www.quora.com/What-would-an-animal-species-mid-evolution-look-like,1616,38,7mo,https://qph.fs.quoracdn.net/main-qimg-fc31a87f6165f1cc6d9dabef3cd8fe5b-lq,"Like this.  Or this.  Or this.  And even like you and me. In fact, the only species which are not mid-evolution look like this:  The idea of a transitional species demanding to see where the transitional species are is quite amusing to me....(more)"
"Can an unarmed human win a fight with a hyena?",https://www.quora.com/Can-an-unarmed-human-win-a-fight-with-a-hyena,1852,68,Updated 7mo,https://qph.fs.quoracdn.net/main-qimg-b419e957a0aedb391700dd7b91ccb0fe-lq,"I suppose it depends on the species. The average person wouldn't have much trouble with an aardwolf. They're termite-eaters, not apex predators, and extremely shy. Fully grown they weigh around 10 kg, or about as much as a beagle.  A striped hyena or brown hyena would be much more challenging. They av...(more)"
"What are some of the strangest animals in the Brazilian Amazon?",https://www.quora.com/What-are-some-of-the-strangest-animals-in-the-Brazilian-Amazon,766,70,7mo,https://qph.fs.quoracdn.net/main-qimg-a278eb949d59d7f521cc89ccbd2bf756-lq,"The Amazon Rainforest is one of the most biodiverse regions on Earth: as it's home to millions of species, many of which we'll probably never discover, I had a hard time deciding on the choicest specimens to discuss. However, I'm pretty happy with this selection below. Here are my choices, at least s...(more)"
"What is the world's largest organism ever? I am talking about all aspects: volume, mass, height, area, length, genome size, and (in case of collective organisms) number of clones.",https://www.quora.com/What-is-the-worlds-largest-organism-ever-I-am-talking-about-all-aspects-volume-mass-height-area-length-genome-size-and-in-case-of-collective-organisms-number-of-clones,707,27,7mo,https://qph.fs.quoracdn.net/main-qimg-1e17efaec11055dbe0d41f7a0c151266-lq,"In terms of mass and volume, it's generally thought that the quaking aspen is the world's largest organism. This tree can grow tens of thousands of separate trunks from its roots, forming vast 'forests' which are actually just a colony of the same, genetically identical organism. The largest such col...(more)"
"What are the best places in Kenya to see wildlife?",https://www.quora.com/What-are-the-best-places-in-Kenya-to-see-wildlife,84,4,8mo,https://qph.fs.quoracdn.net/main-qimg-01a5cb41697f864994bd4749d43216e1-lq,"I've been to Kenya a couple of times, and I'm by no means a local expert, but I've visited a fair share of its best national parks and reserves. All the photos below are from my trips there. I can wholeheartedly recommend these following destinations: * The Maasai Mara. If I could only go to one place...(more)"
"What animal has an unexpected skeletal shape?",https://www.quora.com/What-animal-has-an-unexpected-skeletal-shape,2946,79,8mo,https://qph.fs.quoracdn.net/main-qimg-b01691467192ba5e9c426228af6f33bd-lq,"Surprisingly, I'd have to go with frogs. They might seem boring at a glance, but frogs are one of the weirdest land vertebrate groups there are - thanks in part to their insane reproductive biology, but also due to their skeletons.  First of all, there's the fact that their skeletons have been drastic...(more)"
"What was the first wildlife photo?",https://www.quora.com/What-was-the-first-wildlife-photo,100,4,8mo,https://qph.fs.quoracdn.net/main-qimg-d00d6522d69e39c78191b6839c983622-lq,"The earliest known photo of a living animal is probably an untitled one of a cow in Rome, taken in 1842. From this year, there's also Desert Near Alexandria, which shows a dromedary camel. However, both the cow and the camel are domesticated animals, so they don't qualify as wildlife. With that in mi...(more)"
"Has it ever been considered whether any theropod dinosaurs coughed-up pellets, in a way similar to modern birds of prey?",https://www.quora.com/Has-it-ever-been-considered-whether-any-theropod-dinosaurs-coughed-up-pellets-in-a-way-similar-to-modern-birds-of-prey,223,7,8mo,https://qph.fs.quoracdn.net/main-qimg-42aeb528f7878e443f9a29a67282dd20-pjlq,"Not only has it been considered, but we have concrete evidence that it did happen! That is, at least in the case of Anchiornis huxleyi, a paravian theropod from northern China which lived around 160 million years ago.  In 2018, a team of Chinese paleontologists unearthed what appeared to be fossilized...(more)"
"Has an animal ever had an extraordinary number of wings (more than 2 for birds and bats, more than 4 for insects)?",https://www.quora.com/Has-an-animal-ever-had-an-extraordinary-number-of-wings-more-than-2-for-birds-and-bats-more-than-4-for-insects,339,8,8mo,https://qph.fs.quoracdn.net/main-qimg-f1bf476286a4fd232b965a912db22e89-lq,"The palaeodictyopterans were a group of insects that lived about 300 million years ago, and they had six wings. In addition to four large wings, they possessed a little pair of 'winglets' just behind their head. The evolution of insect flight is still shrouded in mystery, but it's thought that insect...(more)"
"Which parts of the contiguous United States have the most interesting wildlife?",https://www.quora.com/Which-parts-of-the-contiguous-United-States-have-the-most-interesting-wildlife,110,10,8mo,https://qph.fs.quoracdn.net/main-qimg-c996ca754b0ed36d64e866d4c6988b2b-lq,"The Channel Islands of California have a unique selection of flora and fauna which really don't get enough love, in my opinion. Despite being a stone's throw away from some of America's largest cities, they retain a diverse array of wildlife, some of which is found nowhere else.  There are endemic spe...(more)"
"Is Spain the only European country to have deserts? The are some in the Almería, Granada and Murcia areas (with Westerns filmed there such as The Good, The Bad and the Ugly) but do any other European countries have a desert as such?",https://www.quora.com/Is-Spain-the-only-European-country-to-have-deserts-The-are-some-in-the-Almer%C3%ADa-Granada-and-Murcia-areas-with-Westerns-filmed-there-such-as-The-Good-The-Bad-and-the-Ugly-but-do-any-other-European-countries-have,1079,48,8mo,https://qph.fs.quoracdn.net/main-qimg-d981dc04189fd7180db0802301785b3c-lq,"The Tabernas Desert of Almería, Spain, is commonly referred to as the only desert in mainland Europe, even though there are several other patches of desert nearby, scattered across the southeast of the country.  The Canary Islands are mostly desert too. Some people associate them more with Africa, or...(more)"
"If you could put any dinosaur on a horror movie, which one would it be? Mine would be a Spinosaurus or raptors.",https://www.quora.com/If-you-could-put-any-dinosaur-on-a-horror-movie-which-one-would-it-be-Mine-would-be-a-Spinosaurus-or-raptors,2099,54,8mo,https://qph.fs.quoracdn.net/main-qimg-eb7d73994626d45780a2b078a552b0cf-lq,"If you don't mind me bending the rules a bit and choosing an animal that's not a dinosaur, but did exist during the Mesozoic, I'd have to go with azhdarchids.  Imagine a full-size giraffe, but with the head of a stork, a pair of wings spanning the length of a bus, and an appetite for meat. That would...(more)"
"Can insects be fat/obese? If so, what does it look like?",https://www.quora.com/Can-insects-be-fat-obese-If-so-what-does-it-look-like,1270,35,9mo,https://qph.fs.quoracdn.net/main-qimg-ceb0666af81e0e36f0e5dd0d3df00eaf-lq,"Most mature insects have a hard, chitinous exoskeleton which prevents the body from expanding. In order to grow, arthropods have to shed this skeleton and grow a new, larger one. This process is known as ecdysis. As such, when they enter a caloric surplus, they don't really get 'fatter', they just ge...(more)"
"What is a little-known fact about an otherwise well-known animal?",https://www.quora.com/What-is-a-little-known-fact-about-an-otherwise-well-known-animal,2203,43,9mo,https://qph.fs.quoracdn.net/main-qimg-5492b95ef279adbc3b8068d91139962a-lq,"Sharks. Everyone knows sharks - many love them, many fear them. However, they have a particular grotesque habit which few are aware of: gastric eversion.  Have a look at the photo above. Did you notice something in the shark's mouth? It's not prey, nor is it a tongue - it's the shark's stomach. There m...(more)"
"Why is Australian wildlife so much more intense/dangerous than the rest of the world?",https://www.quora.com/Why-is-Australian-wildlife-so-much-more-intense-dangerous-than-the-rest-of-the-world,427,38,9mo,https://qph.fs.quoracdn.net/main-qimg-a31353c9112cd2b73a6f376ba933b564-lq,"Is it really? Let's take a look. Around 12 of Australia's 173 snake species are dangerous to humans, including tiger snakes, brown snakes and taipans.  Two crocodile species inhabit the country, the freshwater and the saltwater, but only the latter is a known man-eater. One or two people are killed by...(more)"
